user_id,item_id,rating,timestamp
U_1809,I_1460,4,2025-10-23 00:11:08.501946
U_4909,I_1645,3,2025-10-30 09:23:00.891956
U_2769,I_0975,3,2025-03-31 08:44:29.486719
U_1829,I_1924,4,2026-03-02 07:11:21.648622
U_0292,I_0260,3,2025-10-01 10:06:32.744668
U_3951,I_0545,5,2025-09-28 03:24:39.193614
U_0461,I_1993,4,2025-12-16 07:29:21.513363
U_3884,I_0290,4,2025-06-30 15:56:50.695591
U_3233,I_1838,4,2026-02-02 11:39:26.000554
U_2091,I_1850,5,2025-07-14 08:55:05.625335
U_3936,I_1228,2,2025-07-04 04:48:00.991409
U_2939,I_0040,4,2025-05-10 15:05:49.415554
U_4806,I_0987,4,2025-06-17 21:58:37.544345
U_0088,I_0043,4,2025-10-09 00:10:29.812665
U_1663,I_0600,1,2025-07-12 17:17:36.825948
U_3301,I_0040,4,2025-11-16 17:46:47.524536
U_2720,I_0040,5,2026-03-07 04:48:51.943514
U_2937,I_1369,5,2025-07-07 13:48:43.674453
U_0421,I_1965,4,2025-05-15 16:39:38.147505
U_3749,I_1556,5,2026-02-10 02:55:46.786783
U_4971,I_0708,4,2025-04-15 22:40:37.167816
U_4433,I_0614,5,2026-03-21 01:43:02.963526
U_0265,I_1992,3,2026-03-24 13:06:09.809050
U_2850,I_0440,4,2025-06-12 19:37:58.138875
U_1378,I_0040,3,2025-05-09 13:30:49.263964
U_1814,I_0495,4,2025-11-20 00:56:09.815204
U_2264,I_0616,2,2025-11-14 05:00:41.594029
U_4416,I_0944,5,2026-03-18 05:18:01.578001
U_0849,I_1369,3,2025-07-24 16:05:48.316948
U_4814,I_1275,2,2026-03-08 19:13:28.091341
U_3736,I_1211,4,2026-02-13 23:52:40.066418
U_0991,I_1789,3,2025-07-02 13:33:38.163039
U_3764,I_1094,3,2025-05-15 22:16:20.992886
U_1808,I_0325,5,2026-02-19 05:39:39.399606
U_3274,I_0639,5,2025-07-13 20:02:49.343117
U_0716,I_1308,4,2026-03-22 23:37:45.237832
U_0895,I_1005,4,2025-11-11 18:02:21.295758
U_1176,I_1094,5,2025-03-31 22:18:03.553334
U_3753,I_0550,4,2025-08-04 23:08:43.030794
U_1776,I_0535,3,2025-12-19 22:14:54.655254
U_2804,I_0839,5,2025-07-08 06:45:32.339422
U_3392,I_0040,5,2025-06-29 14:59:15.863737
U_1459,I_0801,4,2025-04-02 20:08:54.686318
U_2543,I_0951,3,2025-11-23 04:57:12.767355
U_4637,I_0040,4,2026-02-08 03:35:11.897223
U_4730,I_0040,5,2026-03-06 02:15:43.626538
U_3553,I_0025,2,2025-10-27 03:47:35.180470
U_1349,I_0640,5,2025-12-17 01:13:21.673610
U_2986,I_0968,3,2025-12-04 10:55:10.731354
U_3330,I_0313,4,2026-03-08 12:27:41.346657
U_4793,I_1805,5,2025-06-30 02:53:28.553147
U_2122,I_1094,2,2025-11-11 20:26:38.459475
U_3628,I_1131,4,2025-11-03 20:34:46.161220
U_0497,I_0040,5,2025-06-11 10:12:20.426239
U_3487,I_0067,3,2025-09-05 15:09:06.820204
U_0721,I_0976,3,2025-07-24 13:28:37.857615
U_1363,I_1511,5,2025-06-10 14:34:01.458489
U_0307,I_1661,3,2025-11-13 03:44:48.190724
U_2751,I_1029,1,2026-02-04 14:01:39.109465
U_0883,I_1112,3,2025-08-19 13:36:09.370204
U_1264,I_1170,5,2025-09-07 01:05:03.459223
U_4348,I_0572,5,2025-12-19 16:25:16.608650
U_2444,I_1960,5,2025-09-02 14:33:35.180391
U_3033,I_1961,3,2025-05-21 07:19:37.858474
U_1052,I_1199,4,2025-09-19 01:55:28.880930
U_0493,I_0677,2,2025-09-25 06:32:30.888485
U_2021,I_1684,3,2025-09-11 21:58:07.505784
U_1747,I_0319,3,2026-01-20 00:24:05.378073
U_3302,I_1144,4,2025-05-31 10:48:29.201591
U_2279,I_1563,5,2025-10-22 04:33:01.644526
U_0931,I_0014,5,2026-03-07 16:17:21.554229
U_1925,I_0793,2,2025-06-02 00:27:59.784166
U_0756,I_0496,4,2025-07-09 03:23:50.841308
U_1054,I_1574,5,2025-07-19 09:51:19.208112
U_3930,I_1853,3,2026-02-14 10:58:51.580832
U_4551,I_0314,4,2026-01-20 17:04:01.464795
U_4354,I_0334,5,2025-12-04 04:21:28.444320
U_4526,I_1937,5,2025-06-04 17:41:45.284921
U_3453,I_0990,4,2025-05-19 13:08:52.223594
U_2516,I_0111,4,2025-08-30 20:44:30.414150
U_1964,I_0054,5,2025-09-10 07:41:52.283412
U_0646,I_1940,4,2025-11-18 18:01:17.330491
U_4542,I_0794,5,2025-08-22 03:19:16.803241
U_2830,I_1890,4,2025-12-17 16:09:57.339633
U_0194,I_1094,3,2025-05-17 06:31:40.160274
U_1145,I_1411,4,2025-12-27 05:16:44.571071
U_2509,I_0526,5,2025-04-01 10:24:02.503230
U_4291,I_0040,3,2025-05-03 13:16:26.486037
U_2083,I_1560,3,2025-08-15 09:02:03.371992
U_4740,I_0295,5,2025-05-07 07:36:36.698408
U_3352,I_1402,3,2025-04-02 01:51:33.793907
U_0321,I_0054,4,2026-01-25 11:10:44.906771
U_2287,I_1094,4,2026-03-04 12:13:33.537843
U_3131,I_1489,5,2025-05-15 09:42:54.260533
U_4745,I_0040,5,2026-01-03 09:43:53.619476
U_1702,I_0690,3,2025-07-03 21:16:39.763444
U_2212,I_1109,5,2026-03-05 22:35:36.654305
U_0830,I_1574,5,2025-11-02 03:20:27.206104
U_0188,I_0492,5,2026-01-11 13:03:26.313466
U_4052,I_1602,2,2025-03-31 13:25:47.542698
U_0091,I_1258,5,2026-01-11 06:34:22.618710
U_3877,I_0625,2,2025-10-12 05:21:07.218123
U_1911,I_0553,4,2026-01-20 23:41:43.375016
U_2336,I_1375,2,2026-02-02 13:48:21.666762
U_1580,I_1420,3,2025-04-28 03:50:59.173808
U_1408,I_1226,3,2025-05-17 23:31:22.459394
U_0174,I_0827,4,2025-12-30 14:09:55.920673
U_0473,I_0040,4,2026-02-17 01:32:39.844867
U_3432,I_1094,5,2026-01-19 23:14:06.276945
U_0269,I_1165,1,2025-07-18 09:31:42.062707
U_2044,I_0456,5,2025-09-19 01:03:40.426529
U_3195,I_0403,4,2025-06-25 04:14:06.782553
U_0693,I_1736,5,2025-10-12 15:29:15.330796
U_4471,I_0334,4,2025-07-03 19:31:33.595955
U_1415,I_0414,3,2025-10-12 16:14:43.953377
U_2083,I_1193,3,2025-04-04 20:58:07.259242
U_1235,I_0590,5,2025-04-13 09:22:05.418047
U_3967,I_0821,4,2025-10-13 01:16:01.978666
U_1971,I_1023,4,2025-05-04 14:08:06.011022
U_0133,I_1861,4,2026-02-14 21:32:00.369097
U_2912,I_0495,5,2025-08-26 19:21:03.757451
U_4785,I_0040,3,2025-03-28 13:40:31.925512
U_0840,I_0167,3,2025-06-18 01:20:13.082138
U_1461,I_0040,5,2025-06-18 22:02:42.584189
U_4934,I_1490,4,2025-08-15 21:14:26.347980
U_3472,I_1965,5,2025-08-04 04:05:42.616074
U_4843,I_0067,5,2025-07-10 21:29:25.035582
U_2875,I_0535,4,2026-02-27 18:23:11.960414
U_2509,I_1699,3,2025-12-03 02:30:16.545734
U_0965,I_1811,4,2025-12-03 23:05:37.453960
U_2038,I_0426,5,2025-12-14 05:16:45.574339
U_4240,I_1850,3,2026-02-20 10:24:10.544417
U_1850,I_1094,3,2025-09-23 18:14:47.046854
U_0734,I_1993,2,2026-03-24 23:54:00.900213
U_2453,I_0040,5,2025-06-18 03:10:30.910606
U_3016,I_1559,5,2026-03-12 11:13:15.461329
U_3002,I_0040,2,2025-07-09 01:22:53.594643
U_2315,I_1437,3,2025-04-24 23:48:16.542974
U_4003,I_1890,3,2025-07-28 00:25:00.101098
U_2313,I_0596,5,2025-08-06 19:03:53.537097
U_4623,I_0616,2,2026-02-28 20:46:59.040861
U_3163,I_0454,4,2025-04-28 02:26:22.241795
U_3319,I_0792,4,2025-04-12 23:01:59.603800
U_3461,I_0907,4,2025-05-22 07:35:51.497983
U_0429,I_1094,5,2025-08-31 16:19:08.384622
U_2988,I_1340,4,2025-07-28 10:13:40.751209
U_3796,I_1180,4,2025-06-02 08:52:17.810799
U_1596,I_0113,5,2025-08-30 10:39:24.953903
U_3362,I_1214,4,2026-02-17 07:55:09.805645
U_2350,I_0372,4,2025-12-04 02:33:04.358269
U_1779,I_1029,4,2025-11-11 07:32:46.853442
U_3988,I_1105,5,2025-07-10 22:53:13.490382
U_2448,I_0809,5,2026-02-10 20:37:50.116149
U_2870,I_0757,3,2025-07-05 03:24:14.020974
U_2910,I_0777,3,2025-09-26 11:22:40.125242
U_4613,I_0441,1,2025-08-09 22:37:00.671301
U_4260,I_1582,2,2025-07-03 01:30:23.487460
U_2072,I_0939,5,2026-02-22 09:28:30.310675
U_3807,I_0978,4,2026-01-13 20:08:00.606764
U_4224,I_0343,4,2026-01-10 05:59:19.522291
U_2864,I_0910,4,2026-02-05 20:38:35.421934
U_3618,I_0817,2,2026-03-20 08:24:42.371171
U_1017,I_0751,5,2026-01-06 04:56:00.599398
U_4690,I_0831,2,2025-05-20 16:01:48.145631
U_1332,I_0471,4,2025-05-21 02:28:15.217416
U_2483,I_1574,5,2025-09-07 06:41:23.581045
U_0181,I_0383,5,2026-01-13 04:04:03.411866
U_4839,I_1029,4,2026-03-19 17:25:14.861399
U_1838,I_0596,5,2026-01-19 16:05:22.447429
U_2451,I_1405,3,2025-05-08 11:02:02.555754
U_1952,I_1347,5,2025-08-31 06:01:01.522007
U_4700,I_1372,5,2025-12-18 13:12:38.946643
U_0262,I_1789,3,2025-05-19 23:11:19.197636
U_0660,I_1556,5,2025-07-24 02:52:26.239553
U_1315,I_0596,4,2025-05-13 17:00:46.894116
U_2919,I_0707,2,2026-01-02 11:05:47.420467
U_4917,I_1747,5,2025-08-03 21:56:56.475187
U_2194,I_1620,5,2025-09-24 15:09:38.304901
U_2072,I_1852,5,2025-09-19 21:55:30.712174
U_2019,I_1661,4,2026-03-18 10:49:29.816285
U_2740,I_0201,4,2025-11-02 21:48:03.633641
U_0815,I_0596,2,2025-11-15 15:23:05.199595
U_4777,I_0537,4,2025-05-17 14:40:47.357733
U_3418,I_0677,5,2026-03-07 22:12:28.924420
U_4097,I_0537,4,2026-02-27 17:37:57.632406
U_3717,I_1557,2,2025-08-15 01:58:29.541465
U_4734,I_1375,4,2025-10-14 18:26:29.030164
U_3629,I_0394,4,2025-10-10 21:35:39.426865
U_2753,I_0334,1,2025-09-24 01:05:27.524616
U_3367,I_0428,5,2025-10-09 23:22:33.264726
U_4685,I_0585,2,2025-06-20 04:11:37.999977
U_0201,I_1330,5,2025-04-27 16:02:17.357759
U_1004,I_0651,1,2025-12-14 05:53:29.927733
U_1312,I_0775,4,2025-10-06 14:08:49.087016
U_2025,I_0040,4,2026-01-05 18:29:21.326970
U_3133,I_0921,3,2026-01-18 10:39:25.228748
U_3573,I_0821,4,2025-06-16 05:41:39.792892
U_4221,I_1332,3,2025-04-28 23:52:47.144209
U_3671,I_0399,4,2025-08-07 05:43:24.017575
U_4941,I_1413,5,2025-06-10 08:57:57.771714
U_1796,I_1404,2,2026-02-01 19:10:40.306835
U_4274,I_1193,5,2025-08-07 11:45:46.970973
U_1604,I_0632,5,2025-09-17 05:23:23.715398
U_1902,I_0040,4,2025-05-15 22:06:23.918745
U_3999,I_0446,5,2025-05-07 08:40:08.688982
U_4588,I_1861,4,2026-02-23 23:50:42.759405
U_3504,I_1777,3,2025-08-06 22:15:52.557996
U_2619,I_0391,4,2026-02-01 08:04:49.830150
U_2349,I_0595,5,2026-01-06 12:29:48.952059
U_4364,I_0028,4,2025-05-18 00:34:03.331342
U_4719,I_0572,4,2025-09-12 06:43:09.749209
U_2672,I_1574,5,2026-01-27 04:41:12.462581
U_0818,I_1094,1,2025-10-15 13:23:07.125288
U_2677,I_1752,2,2026-03-03 06:59:01.256344
U_0547,I_1937,3,2025-08-28 22:07:29.781725
U_4432,I_0435,5,2025-06-13 02:20:18.508509
U_0358,I_1061,5,2025-06-18 03:44:33.822788
U_3361,I_1493,2,2025-12-25 23:02:50.390389
U_1924,I_1192,5,2025-05-09 22:43:34.483254
U_4911,I_0494,5,2025-12-07 06:06:44.030844
U_4455,I_1965,4,2025-05-19 09:14:24.834594
U_4442,I_1311,4,2025-12-20 21:04:54.986808
U_4647,I_0029,3,2025-12-07 09:06:30.038924
U_2701,I_0990,3,2025-08-30 05:57:36.638477
U_1930,I_0289,5,2025-04-16 21:08:48.843186
U_0421,I_1416,2,2025-05-05 20:19:19.250334
U_0335,I_0040,4,2025-10-26 13:17:35.892951
U_1526,I_0616,4,2025-09-18 06:48:45.178342
U_0056,I_0583,3,2025-10-31 01:16:29.829364
U_3950,I_1797,5,2025-05-24 21:34:24.796105
U_3147,I_1757,4,2025-05-20 18:38:18.924562
U_3537,I_1617,4,2025-05-18 17:28:11.537822
U_0721,I_1469,3,2025-06-25 15:04:40.746676
U_4077,I_1915,5,2025-04-01 16:26:30.490552
U_0385,I_0371,2,2026-01-25 16:00:28.248385
U_2817,I_1609,5,2025-08-27 05:57:33.651987
U_2887,I_1308,4,2026-01-01 16:31:59.410285
U_2719,I_1375,4,2025-09-15 16:54:36.799116
U_0259,I_0777,4,2025-05-18 07:15:24.959636
U_4488,I_1266,4,2025-10-06 18:33:56.594054
U_0599,I_0449,1,2026-03-09 15:43:05.752434
U_3255,I_1023,3,2025-09-15 20:35:23.156767
U_1039,I_1955,3,2025-12-17 00:49:48.765508
U_4048,I_1333,5,2025-09-06 06:49:53.837631
U_0755,I_1315,4,2025-11-18 15:38:26.346957
U_3577,I_0441,2,2025-04-01 22:51:21.166997
U_3157,I_1669,5,2025-05-07 18:24:07.814727
U_2758,I_1853,3,2025-04-19 01:01:04.364708
U_0476,I_0146,3,2025-11-17 18:39:55.159317
U_1599,I_0847,5,2025-11-03 19:06:21.756116
U_2359,I_1288,4,2025-05-30 12:37:39.648152
U_1261,I_1787,4,2025-05-25 16:38:39.370355
U_1582,I_1029,5,2025-08-19 21:43:51.362014
U_2838,I_0761,1,2025-08-29 20:25:23.661207
U_4825,I_0040,2,2026-03-09 11:07:36.292360
U_3570,I_1048,4,2025-09-10 01:19:10.065560
U_1498,I_0596,3,2025-12-12 23:05:10.506372
U_0748,I_1991,3,2025-06-30 09:06:28.316743
U_4811,I_1132,5,2025-10-23 01:39:03.396305
U_2386,I_0421,1,2025-07-17 21:41:07.860962
U_0530,I_1990,1,2025-06-19 03:39:09.878675
U_4787,I_1118,5,2026-03-03 07:56:04.132476
U_2209,I_1523,3,2025-07-05 09:50:27.067796
U_4063,I_1951,5,2025-04-30 16:57:31.651894
U_3868,I_1484,5,2025-08-13 00:40:05.083169
U_1108,I_1890,3,2026-03-10 11:56:35.730499
U_0489,I_0640,2,2025-12-24 13:12:21.758217
U_0004,I_0040,5,2025-08-21 08:53:48.584183
U_0075,I_1940,5,2025-04-17 13:55:11.927481
U_2728,I_1041,5,2025-08-18 09:47:37.217011
U_0472,I_1529,4,2026-01-22 12:56:47.056822
U_3209,I_1048,2,2026-03-19 14:20:11.527077
U_1381,I_1510,2,2025-11-04 03:04:52.263009
U_0837,I_0040,5,2025-04-25 07:51:46.613586
U_0602,I_0040,2,2025-12-06 00:42:38.276782
U_1186,I_1850,2,2025-09-18 11:58:54.016642
U_1481,I_0806,1,2025-11-21 12:28:35.076883
U_3272,I_0554,3,2025-08-23 02:04:24.807050
U_0231,I_1845,4,2025-08-14 02:10:28.272146
U_0327,I_1993,3,2025-04-17 02:18:14.097135
U_0949,I_1170,4,2025-08-10 19:21:12.521848
U_1886,I_1068,5,2025-08-30 01:41:33.176646
U_4095,I_1850,4,2025-07-04 17:06:55.301432
U_2297,I_0332,3,2025-05-05 06:12:40.183893
U_1307,I_1215,4,2025-08-07 14:25:14.557099
U_0197,I_1587,1,2026-01-06 13:48:54.539992
U_4511,I_1455,4,2025-07-28 15:43:45.613502
U_2779,I_1479,4,2025-06-23 14:43:37.362968
U_3336,I_1585,3,2025-05-26 13:47:02.078727
U_1338,I_0416,4,2025-05-06 00:18:28.474766
U_1691,I_1064,2,2025-06-13 12:37:01.246240
U_0215,I_0152,4,2025-04-01 03:17:13.703998
U_1649,I_0096,5,2026-02-23 09:09:47.966688
U_2862,I_1609,5,2025-06-04 16:46:56.830741
U_0609,I_1591,3,2025-06-09 19:20:46.596455
U_2558,I_0341,2,2026-03-02 12:13:34.321988
U_0917,I_1085,5,2025-06-23 21:47:07.992368
U_4252,I_0040,4,2025-04-28 04:29:59.465465
U_0161,I_0659,3,2025-10-22 08:37:28.903727
U_4137,I_0243,5,2025-04-13 12:25:28.955449
U_2811,I_0661,3,2026-03-23 10:26:04.882949
U_3421,I_1094,5,2025-09-20 20:00:04.471871
U_4215,I_1585,5,2025-04-14 16:15:01.481470
U_1098,I_0990,4,2025-05-01 04:07:47.873528
U_2721,I_1861,2,2025-07-18 20:13:17.059957
U_2708,I_0120,4,2026-03-21 06:15:28.253498
U_0122,I_1029,4,2025-12-27 16:06:24.329956
U_2700,I_1822,3,2026-03-13 07:08:29.238449
U_3253,I_0441,3,2025-09-26 19:50:21.880196
U_3061,I_1528,3,2025-07-20 23:39:18.847455
U_3961,I_0479,5,2025-08-17 19:19:59.604440
U_0788,I_1965,5,2025-08-05 02:14:58.507036
U_0256,I_1501,4,2025-05-14 10:22:45.302739
U_4025,I_1268,5,2025-11-29 13:12:16.166433
U_3654,I_1757,5,2025-07-27 03:19:15.583390
U_3251,I_1105,2,2026-02-18 13:40:01.636597
U_3589,I_0537,4,2025-09-28 01:18:45.714182
U_4775,I_0589,4,2025-09-27 13:01:45.732311
U_0607,I_1110,3,2026-01-05 05:03:24.655376
U_4426,I_1015,3,2025-04-05 18:41:06.096379
U_3927,I_1825,5,2026-01-12 21:13:03.645066
U_2152,I_1029,5,2025-09-18 07:55:15.978377
U_0546,I_0990,5,2026-02-08 10:51:57.004031
U_4888,I_0838,1,2025-04-10 18:58:38.437214
U_1904,I_0201,5,2025-05-26 00:18:26.739869
U_1682,I_0188,4,2025-12-02 08:35:30.592134
U_0488,I_1293,4,2025-04-25 21:23:38.198746
U_1822,I_0868,2,2025-11-11 18:00:59.775718
U_3121,I_1032,5,2026-03-11 03:14:30.383463
U_3774,I_1853,1,2025-06-20 16:57:10.850440
U_3072,I_1556,3,2025-06-14 21:22:36.659360
U_3452,I_0677,4,2025-12-02 00:34:40.022334
U_0649,I_1549,2,2025-05-18 13:49:59.735509
U_0647,I_1959,5,2025-12-15 13:44:30.769475
U_0380,I_0283,3,2026-03-25 23:07:01.313909
U_2066,I_1809,3,2025-09-27 08:08:42.278301
U_1863,I_0626,1,2026-03-25 13:08:37.398902
U_2290,I_1441,4,2025-11-05 11:07:28.594463
U_4224,I_1326,3,2025-10-05 06:04:27.461688
U_1199,I_1381,4,2026-01-02 20:44:45.094598
U_4504,I_1797,3,2025-09-07 13:34:09.775591
U_4887,I_1214,4,2025-05-15 01:06:42.215406
U_2990,I_0370,5,2025-07-12 08:30:46.259957
U_1107,I_1296,5,2025-11-10 20:15:37.406117
U_3447,I_0616,4,2026-03-06 12:07:00.668556
U_0221,I_1914,4,2025-04-11 17:48:31.607004
U_1439,I_0582,5,2025-12-13 10:58:12.436736
U_0617,I_0459,4,2025-12-02 12:58:12.986477
U_2570,I_0040,4,2025-06-23 11:03:05.957419
U_2755,I_1726,5,2026-03-27 06:36:40.516563
U_2790,I_1845,4,2025-11-04 18:48:13.674656
U_3942,I_0040,2,2026-03-13 00:48:02.002869
U_3309,I_0751,5,2025-10-21 04:22:55.823591
U_4054,I_0757,3,2026-03-26 07:46:36.175871
U_0224,I_1574,5,2025-05-02 16:54:11.788410
U_2241,I_0616,2,2025-04-02 14:02:27.955415
U_4152,I_0616,2,2026-01-02 00:25:08.183838
U_3696,I_0600,4,2025-07-19 04:26:19.952578
U_3350,I_0781,4,2026-02-07 23:39:26.187637
U_3827,I_1234,4,2026-01-13 08:44:00.803643
U_1403,I_1950,2,2026-02-18 01:36:08.973403
U_4212,I_1015,3,2025-09-26 08:24:37.496102
U_0409,I_0694,3,2025-09-10 05:48:06.490681
U_1916,I_0040,3,2025-05-29 02:46:09.734568
U_3438,I_0278,4,2025-07-14 02:17:44.263644
U_4067,I_1904,2,2025-04-22 00:33:20.185221
U_2859,I_0494,4,2025-10-24 16:37:40.125250
U_1983,I_0399,3,2025-08-04 04:36:30.729882
U_2051,I_0311,4,2025-04-23 02:36:29.346559
U_3701,I_1106,3,2025-12-12 16:29:48.228400
U_0022,I_0708,5,2025-09-12 09:48:41.813452
U_2968,I_1094,5,2026-03-23 07:21:39.073653
U_0744,I_1959,1,2026-03-20 12:13:08.719043
U_0601,I_0054,2,2025-12-31 20:37:23.518939
U_3035,I_0201,3,2025-09-05 13:55:44.609146
U_1842,I_1094,5,2026-02-28 16:02:12.507294
U_2674,I_0283,5,2026-03-06 09:23:05.458788
U_4176,I_1278,3,2026-03-18 00:35:04.603567
U_2662,I_1602,4,2025-09-22 11:01:35.217802
U_0482,I_1427,3,2025-08-07 21:10:28.433548
U_4036,I_0589,5,2025-07-10 19:33:06.598598
U_2639,I_1661,4,2025-08-24 12:33:08.666070
U_3311,I_0990,4,2025-11-09 11:03:43.723103
U_4128,I_1556,3,2025-12-01 16:54:29.285918
U_4375,I_1937,4,2025-09-05 03:15:17.652861
U_3825,I_0877,3,2025-10-01 07:20:07.459491
U_2199,I_0877,5,2025-11-11 06:26:19.317617
U_1682,I_0479,5,2025-07-20 16:24:20.411763
U_4796,I_0196,4,2025-04-27 14:55:24.186473
U_3608,I_1440,5,2025-08-26 01:01:36.405087
U_1018,I_1479,4,2025-09-08 12:27:58.032447
U_4760,I_0961,4,2026-02-11 14:13:07.272815
U_2970,I_1501,5,2026-03-25 04:06:31.204808
U_1311,I_0465,5,2025-04-12 17:08:56.831122
U_1418,I_0012,1,2026-03-20 02:59:47.138708
U_2500,I_0040,4,2025-04-17 23:13:40.548152
U_2667,I_1067,5,2026-01-10 21:11:35.055522
U_1386,I_0040,3,2025-12-08 16:51:52.576271
U_1144,I_1640,3,2025-10-18 22:54:25.279284
U_2063,I_1395,4,2025-05-23 13:55:14.607084
U_4834,I_1763,5,2025-05-05 14:04:56.414854
U_1546,I_1340,4,2025-08-12 09:25:40.805802
U_2145,I_0040,5,2025-10-22 08:43:14.485339
U_2163,I_0594,2,2026-02-02 23:31:37.359343
U_3012,I_0628,4,2025-06-17 14:16:45.676975
U_4444,I_1094,3,2026-02-10 09:43:56.157543
U_4327,I_1938,4,2025-11-27 12:40:42.622688
U_3182,I_1523,5,2025-08-02 13:46:18.145634
U_3423,I_0479,5,2025-09-15 05:43:29.162533
U_4001,I_0108,5,2025-10-09 13:45:41.621031
U_3559,I_1810,5,2026-01-20 23:59:48.465112
U_1556,I_1094,1,2025-05-06 23:34:36.080060
U_2686,I_0238,4,2025-06-01 23:17:53.813754
U_2332,I_1655,3,2025-05-06 16:49:14.700460
U_1656,I_1214,2,2026-03-13 14:14:02.489638
U_0544,I_1789,5,2025-08-20 02:35:19.745538
U_0391,I_1511,4,2025-09-02 07:38:31.653373
U_1988,I_0997,4,2025-08-21 18:41:50.493857
U_4085,I_1080,5,2025-04-20 16:12:26.061131
U_0296,I_0999,1,2025-07-31 04:40:04.356339
U_1086,I_0040,2,2025-11-03 20:49:21.247806
U_4365,I_1872,4,2025-06-13 18:58:27.462890
U_3261,I_1981,2,2025-12-23 20:59:22.516344
U_4605,I_0564,4,2025-05-08 21:13:24.108856
U_1116,I_1609,4,2025-09-10 03:47:33.317145
U_1076,I_1993,4,2025-10-13 05:06:59.212615
U_0495,I_0040,4,2026-03-09 13:41:01.928958
U_2995,I_0596,5,2025-05-20 06:36:15.573677
U_0093,I_1094,3,2025-06-14 02:17:35.883261
U_4720,I_0708,4,2025-10-21 15:49:39.763219
U_4324,I_1949,4,2026-03-23 21:58:37.830495
U_0720,I_0372,1,2026-01-04 21:33:54.317433
U_4362,I_0704,3,2025-04-19 22:03:03.487103
U_4376,I_1437,5,2026-01-17 10:28:35.788137
U_4026,I_1574,5,2026-01-10 12:09:03.993551
