Dist Name,Crop,Correlation
Pithorgarh,RICE,0.9127261479183806
Pratapgarh,RICE,0.5115208039487663
Pune,RICE,0.3548643652759659
Puri,RICE,0.06419616636838914
Purnea,RICE,-0.15688453694628046
Purulia,RICE,0.5113759840528515
Rae-Bareily,RICE,0.6914093033083335
Raichur,RICE,0.9839106951373996
Raigad,RICE,-0.2239316150298265
Raigarh,RICE,0.6909426937941017
Raipur,RICE,0.7976687644020674
Raisen,RICE,0.9813065134588717
Rajgarh,RICE,0.8759110583105414
Rajkot,RICE,0.9186601714098057
Ramananthapuram,RICE,0.36370621748823917
Rampur,RICE,0.9051118374062254
Ranchi,RICE,0.6147042894460364
Ratlam,RICE,0.6636385675231172
Ratnagiri,RICE,0.43239410676215245
Rewa,RICE,0.27490066038958405
Rohtak,RICE,0.9647120207121772
Roopnagar / Ropar,RICE,0.9835087068031568
S.P.S. Nellore,RICE,0.7496308031298624
Sabarkantha,RICE,0.6836598505695098
Sagar,RICE,0.7896761257308201
Saharanpur,RICE,0.6500967017531084
Saharsa,RICE,0.44513975798741107
Salem,RICE,0.5371574701700691
Sambalpur,RICE,0.31756286491449637
Sangli,RICE,0.5700077109402547
Sangrur,RICE,0.9783507839070452
Santhal Paragana / Dumka,RICE,0.5741973298844179
Saran,RICE,-0.088009824709678
Satara,RICE,0.7755457701357132
Satna,RICE,0.6536911270110713
Sehore,RICE,0.9506236548406779
Seoni / Shivani,RICE,0.8002533338642518
Shahabad (now part of Bhojpur district),RICE,0.22573834334280496
Shahdol,RICE,0.6323943174888867
Shahjahanpur,RICE,0.8934887326520832
Shajapur,RICE,0.9385127654866182
Shimla,RICE,0.8932276252065444
Shimoge,RICE,0.6575144303607486
Shivpuri,RICE,0.6276577893524304
Sibsagar,RICE,0.8261172156464388
Sidhi,RICE,0.5525651750704776
Sikar,RICE,1.0
Singhbhum,RICE,0.521680352118328
Sirmaur,RICE,0.4257422953987914
Sirohi,RICE,0.9156032298054568
Sitapur,RICE,0.7825966706995453
Solan,RICE,0.1125962288804277
Solapur,RICE,0.8894052405219754
South Arcot / Cuddalore,RICE,0.47959318988462774
Srikakulam,RICE,0.3570559508829793
Sultanpur,RICE,0.6420952631809114
Sundargarh,RICE,-0.4664476345872558
Surat,RICE,0.9594827320261169
Surendranagar,RICE,0.964099998409327
Surguja,RICE,0.7442020343190084
Swami Madhopur,RICE,0.6858327100825052
Tehri Garhwal,RICE,0.651595140256946
Thane,RICE,-0.012918302104117029
Thanjavur,RICE,0.09844991769716786
The Nilgiris,RICE,0.6515505532993058
Thirunelveli,RICE,0.35113602238986874
Thiruvananthapuram,RICE,0.9956978397216806
Thrissur,RICE,0.9687607977061176
Tikamgarh,RICE,0.6703231281610794
Tiruchirapalli / Trichy,RICE,0.09172727625872841
Tonk,RICE,0.9946489106919812
Tumkur,RICE,0.8840045342816278
Udaipur,RICE,0.6300211365361306
Ujjain,RICE,0.7314190570842078
Unnao,RICE,0.7325316402490153
Uttar Kashi,RICE,0.5097948175023249
Uttara Kannada,RICE,0.11777059670550358
Vadodara / Baroda,RICE,0.1934584261723718
Valsad,RICE,0.8595553971505022
Varanasi,RICE,0.8649627472902479
Vidisha,RICE,0.9425745899436715
Visakhapatnam,RICE,0.7680242135402789
Warangal,RICE,0.9476658599921444
Wardha,RICE,0.8675143939178975
West Dinajpur,RICE,-0.07189928842385232
West Godavari,RICE,0.48724247705616647
Yeotmal,RICE,0.8846082385629835
24 Parganas,WHEAT,0.9065059601006767
Adilabad,WHEAT,0.38248736671281747
Agra,WHEAT,0.79437799077691
Ahmedabad,WHEAT,0.9058728027509096
Ahmednagar,WHEAT,0.9119697345147246
Ajmer,WHEAT,0.620920941133234
Akola,WHEAT,0.6876954280956789
Aligarh,WHEAT,0.8759642605400351
Allahabad,WHEAT,0.8352438599503489
Almorah,WHEAT,0.250754973045923
Alwar,WHEAT,0.957807720772067
Amarawati,WHEAT,0.7809442260146588
Ambala,WHEAT,0.898591483845838
Amreli,WHEAT,0.9575722933628201
Amritsar,WHEAT,0.9465168686976334
Ananthapur,WHEAT,0.9160906460142918
Aurangabad,WHEAT,0.6178757340438477
Azamgarh,WHEAT,0.8753587354511472
Bahraich,WHEAT,0.9190695250486531
Balaghat,WHEAT,0.8924558548417891
Balasore,WHEAT,0.9474736916655445
Ballia,WHEAT,0.7897115461610175
Banaskantha,WHEAT,0.9469551984809982
Banda,WHEAT,0.779836213365586
Bangalore,WHEAT,0.9269250478183719
Bankura,WHEAT,0.9165906572296084
Banswara,WHEAT,0.9727439948706426
Barabanki,WHEAT,0.575350269268082
Bareilly,WHEAT,0.8727821125725862
Barmer,WHEAT,0.42012583911814594
Bastar,WHEAT,0.30561840270402996
Basti,WHEAT,0.7624059759468909
Beed,WHEAT,0.733389894075007
Belgaum,WHEAT,0.33279735367107466
Bellary,WHEAT,0.9116718674917784
Betul,WHEAT,0.9154635908904125
Bhagalpur,WHEAT,0.6235591341704017
Bhandara,WHEAT,0.6027844899369919
Bharatpur,WHEAT,0.9431627868767543
Bharuch,WHEAT,0.5681443449004134
Bhatinda,WHEAT,0.9666137855204664
Bhavnagar,WHEAT,0.9364653907403371
Bhilwara,WHEAT,0.873523709046867
Bhind,WHEAT,0.9049287050371118
Bidar,WHEAT,0.8846107369525216
Bijapur / Vijayapura,WHEAT,0.3927941661369119
Bijnor,WHEAT,0.4123983114395101
Bikaner,WHEAT,0.9637686100264237
Bilashpur,WHEAT,0.4927713937071098
Bilaspur,WHEAT,0.3173736880100682
Birbhum,WHEAT,0.9867406306246362
Bolangir,WHEAT,0.9786558702325037
Budaun,WHEAT,0.8865186228198079
Buland Shahar,WHEAT,0.3720784829554902
Buldhana,WHEAT,0.7156739749969491
Bundi,WHEAT,0.9212920638079184
Burdwan,WHEAT,0.9633326241992849
Cachar,WHEAT,0.9686729232349661
Chamba,WHEAT,0.4961688516270627
Chamoli,WHEAT,0.5374864383763708
Champaran,WHEAT,0.48505160253249935
Chandrapur,WHEAT,0.36180099131718624
Chhatarpur,WHEAT,0.9347141439357323
Chhindwara,WHEAT,0.9498983788024934
Chickmagalur,WHEAT,0.998558760806384
Chitradurga,WHEAT,0.7404919708546318
Chittoor,WHEAT,0.8767652600963165
Chittorgarh,WHEAT,0.9006780898903495
Churu,WHEAT,0.9628671307750857
Coimbatore,WHEAT,0.5904754431244756
Cooch Behar,WHEAT,0.9176954162540999
Cuttack,WHEAT,0.9613357058909912
Damoh,WHEAT,-0.20211476183818816
Dangs,WHEAT,0.9293823100553613
Darbhanga,WHEAT,0.6091433896794098
Darjeeling,WHEAT,0.7286377841027714
Darrang,WHEAT,0.9068696996019495
Datia,WHEAT,0.964557970719548
Dehradun,WHEAT,0.25967389553478415
Deoria,WHEAT,0.8097764121157314
Dewas,WHEAT,0.9373392572573629
Dhanbad,WHEAT,0.9904324828460193
Dhar,WHEAT,0.9433327907355897
Dharwad,WHEAT,0.2861324201013782
Dhenkanal,WHEAT,0.9575193555161332
Dhule,WHEAT,0.8363876974586226
Dibrugarh,WHEAT,0.9623225517118867
Dungarpur,WHEAT,0.9064844664017845
Durg,WHEAT,0.322314598480143
Etah,WHEAT,0.902415239439402
Etawah,WHEAT,0.9080343774017369
Faizabad,WHEAT,0.911738470503366
Farrukhabad,WHEAT,0.7458460880814997
Fatehpur,WHEAT,0.9140816508708598
Ferozpur,WHEAT,0.9588418737793903
Ganganagar,WHEAT,0.9476573934537004
Ganjam,WHEAT,0.9169373386983403
Garhwal,WHEAT,0.7441230444447776
Gaya,WHEAT,0.8220575236997283
Ghazipur,WHEAT,0.877632491804147
Goalpara,WHEAT,0.9260320185151325
Gonda,WHEAT,0.4982892433608595
Gorakhpur,WHEAT,0.6681620666230711
Gulbarga / Kalaburagi,WHEAT,0.4442800178899909
Guna,WHEAT,0.9213365843379532
Guntur,WHEAT,-0.14932982982013904
Gurdaspur,WHEAT,0.9119235811219416
Gurgaon,WHEAT,0.9044522649383856
Gwalior,WHEAT,0.8186432373556336
Hamirpur,WHEAT,0.729387943579152
Hardoi,WHEAT,0.9387529037866996
Hassan,WHEAT,0.9996293399338874
Hazaribagh,WHEAT,0.8589367737364615
Hissar,WHEAT,0.9797188853362271
Hooghly,WHEAT,0.970835652033353
Hoshangabad,WHEAT,0.9548895239867804
Hoshiarpur,WHEAT,0.8592928099523864
Howrah,WHEAT,0.8591255408310836
Hyderabad,WHEAT,0.9034046196791614
Indore,WHEAT,0.842371636764606
Jabalpur,WHEAT,0.8641447976413982
Jaipur,WHEAT,0.9014008177103514
Jaisalmer,WHEAT,0.8484431659693097
Jalandhar,WHEAT,0.5871944854117535
Jalaun,WHEAT,0.7857916894268696
Jalgaon,WHEAT,0.4878902518419978
Jalore,WHEAT,0.4842270429571374
Jalpaiguri,WHEAT,0.6860143832028229
Jamnagar,WHEAT,0.9153183109294709
Jaunpur,WHEAT,0.8934370488309006
Jhabua,WHEAT,0.9676575725728913
Jhalawar,WHEAT,0.9435100709281341
Jhansi,WHEAT,0.9118627242362746
Jhunjhunu,WHEAT,0.9676108623557625
Jind,WHEAT,0.9634531580692064
Jodhpur,WHEAT,0.8647999451003974
Junagadh,WHEAT,0.9885762506396719
Kadapa YSR,WHEAT,0.8902217909335856
Kalahandi,WHEAT,0.9362895153296399
Kamrup,WHEAT,0.9447399774148235
Kangra,WHEAT,0.3700841274951224
Kanpur,WHEAT,0.83480234297785
Kapurthala,WHEAT,0.8872128922212927
Karbi Anglong,WHEAT,0.8791655811337198
Karimnagar,WHEAT,0.890858388730558
Karnal,WHEAT,0.9000953331517123
Keonjhar,WHEAT,0.8527068615368834
Khandwa / East Nimar,WHEAT,0.9378788395992518
Khargone / West Nimar,WHEAT,0.9742034692603648
Kheda,WHEAT,0.980514220213242
Kheri,WHEAT,0.6215607319963352
Kinnaur,WHEAT,0.9272630802728613
Kolar,WHEAT,0.8647746103149192
Kolhapur,WHEAT,0.661429375891151
Koraput,WHEAT,0.9831659290061966
Kota,WHEAT,0.853273949556839
Kullu,WHEAT,0.604217111357182
Kurnool,WHEAT,0.7814665374615606
Kutch,WHEAT,0.9547768562384445
Lahul & Spiti,WHEAT,0.8130834443159861
Lakhimpur,WHEAT,0.9535529369005967
Lucknow,WHEAT,0.8120053833127456
Ludhiana,WHEAT,0.7722568874186938
Madurai,WHEAT,0.6546697187093207
Mahabubnagar,WHEAT,0.7987320542182275
Mahendragarh / Narnaul,WHEAT,0.955978624192092
Mainpuri,WHEAT,0.8947567168044951
Malda,WHEAT,0.8325503214435568
Mandi,WHEAT,0.4886537372563229
Mandla,WHEAT,0.6130817691354002
Mandsaur,WHEAT,0.9461955615581198
Mandya,WHEAT,0.41762016803210306
Mathura,WHEAT,0.6369324481814875
Mayurbhanja,WHEAT,0.9455447289233416
Medak,WHEAT,0.5101200949328972
Meerut,WHEAT,-0.12643838833206578
Mehsana,WHEAT,0.9182055061939248
Midnapur,WHEAT,0.9672354296665028
Mirzpur,WHEAT,0.7658944860859439
Moradabad,WHEAT,0.6720840411666748
Morena,WHEAT,0.9131006103601057
Mungair,WHEAT,0.5775731186475346
Murshidabad,WHEAT,0.8691989077218732
Muzaffarnagar,WHEAT,-0.17580631360249757
Muzaffarpur,WHEAT,0.7204549993672985
Mysore,WHEAT,0.9949228378628712
Nadia,WHEAT,0.4791937410809668
Nagaon,WHEAT,0.9387629326496849
Nagaur,WHEAT,0.8172193635878061
Nagpur,WHEAT,0.7961327263364172
Nainital,WHEAT,0.6459443569200293
Nalgonda,WHEAT,0.74211554183769
Nanded,WHEAT,0.7085769481255341
Narsinghpur,WHEAT,0.8882822049425447
Nasik,WHEAT,0.38468224937189477
Nizamabad,WHEAT,0.5017064684017567
North Cachar Hil / Dima hasao,WHEAT,0.7092886355311097
Osmanabad,WHEAT,0.691574574492487
Palamau,WHEAT,0.8650017681566033
Pali,WHEAT,0.6654077435455751
Panchmahal,WHEAT,0.9504449612197012
Panna,WHEAT,0.43276412808681236
Parbhani,WHEAT,0.7328169455451552
Patiala,WHEAT,0.9001341955054399
Patna,WHEAT,0.5213737942000272
Phulbani ( Kandhamal ),WHEAT,0.9451349907441776
Pilibhit,WHEAT,0.7283188202651918
Pithorgarh,WHEAT,0.8004355102970887
Pratapgarh,WHEAT,0.8400737328017357
Pune,WHEAT,0.8731047323365271
Puri,WHEAT,0.9602490746874585
Purnea,WHEAT,0.07588293677686388
Purulia,WHEAT,0.9382586508612306
Rae-Bareily,WHEAT,0.8105938254604759
Raichur,WHEAT,0.8426706937566482
Raigad,WHEAT,1.0
Raigarh,WHEAT,0.6416751106671974
Raipur,WHEAT,0.3071191812183361
Raisen,WHEAT,0.9236676118734956
Rajgarh,WHEAT,0.9587141022162963
Rajkot,WHEAT,0.9769303857793646
Rampur,WHEAT,0.8540333133452102
Ranchi,WHEAT,0.9653338132848418
Ratlam,WHEAT,0.9392607557408922
Rewa,WHEAT,0.7524130536198586
Rohtak,WHEAT,0.9446862172405444
Roopnagar / Ropar,WHEAT,0.9648462619666073
Sabarkantha,WHEAT,0.9913402034781033
Sagar,WHEAT,0.1582800131718262
Saharanpur,WHEAT,-0.017425097429881208
Saharsa,WHEAT,0.6417237117611188
Salem,WHEAT,0.7542223398297864
Sambalpur,WHEAT,0.91131890040327
Sangli,WHEAT,0.3654738138924762
Sangrur,WHEAT,0.9413731440709546
Santhal Paragana / Dumka,WHEAT,0.9017003432003959
Saran,WHEAT,-0.10371023355343718
Satara,WHEAT,0.920861003828292
Satna,WHEAT,0.27311905788199514
Sehore,WHEAT,0.9177278296741788
Seoni / Shivani,WHEAT,0.8888191179786636
Shahabad (now part of Bhojpur district),WHEAT,0.7744236408985165
Shahdol,WHEAT,0.8005055864963537
Shahjahanpur,WHEAT,0.8079008052858836
Shajapur,WHEAT,0.9303292803619778
Shimla,WHEAT,0.8305969165814856
Shimoge,WHEAT,0.6727240899384183
Shivpuri,WHEAT,0.9254318865730862
Sibsagar,WHEAT,0.9559333314723062
Sidhi,WHEAT,0.8061160194231359
Sikar,WHEAT,0.9546895533655244
Singhbhum,WHEAT,0.9730156806696735
Sirmaur,WHEAT,-0.04493065897887192
Sirohi,WHEAT,0.784535769161388
Sitapur,WHEAT,0.8345425123266021
Solan,WHEAT,0.32634570008371655
Solapur,WHEAT,0.9051392941736324
Sultanpur,WHEAT,0.9292607346188182
Sundargarh,WHEAT,0.946846395849569
Surat,WHEAT,0.8375984265975364
Surendranagar,WHEAT,0.9318995166452559
Surguja,WHEAT,0.9241490427919692
Swami Madhopur,WHEAT,0.8660225400337406
Tehri Garhwal,WHEAT,0.6900014985098437
Thane,WHEAT,0.9901134093113046
The Nilgiris,WHEAT,0.945572929089541
Tikamgarh,WHEAT,0.9213214936830508
Tonk,WHEAT,-0.03784192242793011
Tumkur,WHEAT,0.9512069385101429
Udaipur,WHEAT,0.8930200728656765
Ujjain,WHEAT,0.94584077636803
Unnao,WHEAT,0.9502379280411372
Uttar Kashi,WHEAT,0.3498488105151858
Vadodara / Baroda,WHEAT,0.9777034134593916
Valsad,WHEAT,0.9399161540629373
Varanasi,WHEAT,0.8508739168271803
Vidisha,WHEAT,0.4318014674709478
Warangal,WHEAT,0.781815658361353
Wardha,WHEAT,0.6828870414050774
West Dinajpur,WHEAT,0.7634140821695671
Yeotmal,WHEAT,0.889237897040693
24 Parganas,MAIZE,0.9795706129155636
Adilabad,MAIZE,0.66946161345232
Agra,MAIZE,0.8345975481954465
Ahmedabad,MAIZE,0.8843952207851961
Ahmednagar,MAIZE,0.9454782595063489
Ajmer,MAIZE,-0.009353862947131178
Akola,MAIZE,0.9148658468548904
Aligarh,MAIZE,0.5115019742553684
Allahabad,MAIZE,0.7803417207369445
Almorah,MAIZE,0.4840731778528709
Alwar,MAIZE,0.24836596464208766
Amarawati,MAIZE,0.9580926646843636
Ambala,MAIZE,0.947991117668143
Amreli,MAIZE,0.8210942297533298
Amritsar,MAIZE,0.9057025305093852
Ananthapur,MAIZE,0.9573717734038123
Aurangabad,MAIZE,0.8621836202666433
Azamgarh,MAIZE,0.4759551775651372
Bahraich,MAIZE,0.3378779579971277
Balaghat,MAIZE,0.8302247953835442
Balasore,MAIZE,0.842331464004781
Ballia,MAIZE,0.8226871611136796
Banaskantha,MAIZE,0.4311772116891354
Banda,MAIZE,0.7296518951972777
Bangalore,MAIZE,0.8788430848646019
Bankura,MAIZE,0.7892394785142687
Banswara,MAIZE,0.7740043283981727
Barabanki,MAIZE,0.4796256666490688
Bareilly,MAIZE,0.8361880727324964
Barmer,MAIZE,0.9509348873428628
Bastar,MAIZE,0.9051260155831534
Basti,MAIZE,0.2617535748020854
Beed,MAIZE,0.8577045649834107
Belgaum,MAIZE,0.9322057229016697
Bellary,MAIZE,0.9674473260160344
Betul,MAIZE,0.8808044875123923
Bhagalpur,MAIZE,0.5508563862418809
Bhandara,MAIZE,0.7916663388606408
Bharatpur,MAIZE,0.5085556893871291
Bharuch,MAIZE,0.9261018155804899
Bhatinda,MAIZE,0.9562898121092912
Bhavnagar,MAIZE,0.9341645732673228
Bhilwara,MAIZE,0.6842498332641952
Bhind,MAIZE,1.0
Bidar,MAIZE,0.8946016609532935
Bijapur / Vijayapura,MAIZE,0.9730299546113835
Bijnor,MAIZE,0.9375414336531326
Bikaner,MAIZE,0.9798191986792545
Bilashpur,MAIZE,0.5286415332711712
Bilaspur,MAIZE,0.01437142245530697
Birbhum,MAIZE,0.9176866581854135
Bolangir,MAIZE,0.9773079511804885
Budaun,MAIZE,0.7476807471227768
Buland Shahar,MAIZE,0.8744891826486205
Buldhana,MAIZE,0.9501928457467905
Bundi,MAIZE,0.615970138176921
Burdwan,MAIZE,0.8845792078734707
Cachar,MAIZE,0.618304437741625
Chamba,MAIZE,0.30775405006126344
Chamoli,MAIZE,0.9187979954879703
Champaran,MAIZE,0.8599680707978721
Chandrapur,MAIZE,0.30381629221638473
Chengalpattu MGR / Kanchipuram,MAIZE,0.9438764216115293
Chhatarpur,MAIZE,0.9958290902886938
Chhindwara,MAIZE,0.934775413917018
Chickmagalur,MAIZE,0.9835676615135107
Chitradurga,MAIZE,0.9500946085286689
Chittoor,MAIZE,0.9565932702727308
Chittorgarh,MAIZE,0.8083710666208631
Coimbatore,MAIZE,0.6148173801736418
Cooch Behar,MAIZE,0.9992733720413249
Cuttack,MAIZE,0.3949165888980379
Dakshina Kannada,MAIZE,0.5765037039507681
Damoh,MAIZE,0.9597975446880356
Dangs,MAIZE,0.940664875848804
Darbhanga,MAIZE,0.505397888401047
Darjeeling,MAIZE,0.596801796246972
Darrang,MAIZE,0.9361820349488921
Datia,MAIZE,0.9858089594419885
Dehradun,MAIZE,0.3707304097028127
Deoria,MAIZE,0.528206864340716
Dewas,MAIZE,0.755368564768856
Dhanbad,MAIZE,0.8612431320546505
Dhar,MAIZE,0.5579665708214944
Dharwad,MAIZE,0.9578740415321608
Dhenkanal,MAIZE,0.6753820374324107
Dhule,MAIZE,0.964520691917247
Dibrugarh,MAIZE,0.5360220725635769
Dungarpur,MAIZE,0.5632260650205158
Durg,MAIZE,0.9166252042485186
East Godavari,MAIZE,0.9567636112928245
Etah,MAIZE,0.7343117489292972
Etawah,MAIZE,-0.012777711928938831
Faizabad,MAIZE,-0.08745061067278553
Farrukhabad,MAIZE,0.5535720133797009
Fatehpur,MAIZE,0.7390113697442531
Ferozpur,MAIZE,0.9680540255073614
Ganganagar,MAIZE,0.8629873375770886
